225,DragonBreath,The user exhales a mighty gust that<br>inflicts damage. It may also leave the<br>target with paralysis.
409,Drain Punch,An energy-draining punch. The user's<br>HP is restored by half the damage taken<br>by the target.
138,Dream Eater,The user eats the dreams of a sleeping<br>target. It absorbs half the damage<br>caused to heal the user's HP.
65,Drill Peck,A corkscrewing attack with the<br>sharp beak acting as a drill.
529,Drill Run,The user crashes into its target while<br>rotating its body like a drill.<br>Critical hits land more easily.
530,Dual Chop,The user attacks its target by hitting<br>it with brutal strikes.<br>The target is hit twice in a row.
223,DynamicPunch,The user punches the target with full,<br>concentrated power.<br>It confuses the target if it hits.
414,Earth Power,The user makes the ground under<br>the target erupt with power.<br>It may also lower the target's Sp. Def.
89,Earthquake,The user sets off an earthquake that<br>strikes those around it.
497,Echoed Voice,The user attacks the target with an<br>echoing voice. If this move is used<br>every turn, it does greater damage.
121,Egg Bomb,A large egg is hurled at the target<br>with maximum force to inflict damage.
486,Electro Ball,The user hurls an electric orb<br>at the target. The faster the user is<br>than the target, the greater the damage.
527,Electroweb,The user captures and attacks opposing<br>Pokémon by using an electric net. It<br>reduces the targets' Speed stat.
373,Embargo,It prevents the target from using its held<br>item. Its Trainer is also prevented from<br>using items on it.
52,Ember,The target is attacked with small flames.<br>It may also leave the target with a burn.
227,Encore,The user compels the target<br>to keep using only the move<br>it last used for three turns.
283,Endeavor,An attack move that cuts down the<br>target's HP to equal the user's HP.
203,Endure,The user endures any attack with at least<br>1 HP. Its chance of failing rises if it is<br>used in succession.
412,Energy Ball,The user draws power from nature and<br>fires it at the target.<br>It may also lower the target's Sp. Def.
494,Entrainment,The user dances with an odd rhythm that<br>compels the target to mimic it, making the<br>target's Ability the same as the user's.
284,Eruption,The user attacks the opposing team with<br>explosive fury. The lower the user's HP,<br>the less powerful this attack becomes.
153,Explosion,The user explodes to inflict damage on<br>those around it.<br>The user faints upon using this move.
326,Extrasensory,The user attacks with an odd,<br>unseeable power.<br>It may also make the target flinch.
245,ExtremeSpeed,The user charges the target at blinding<br>speed. This attack always goes<br>before any other move.
263,Facade,An attack move that doubles its power if<br>the user is poisoned, burned
185,Faint Attack,The user approaches the target<br>disarmingly, then throws a sucker punch.<br>It hits without fail.
252,Fake Out,An attack that hits first and makes the<br>target flinch. It only works the first turn<br>the user is in battle.
313,Fake Tears,The user feigns crying to fluster<br>the target, harshly lowering its<br>Sp. Def stat.
206,False Swipe,A restrained attack that prevents the<br>target from fainting.<br>The target is left with at least 1 HP.
297,FeatherDance,The user covers the target's body with a<br>mass of down that harshly lowers its<br>Attack stat.
364,Feint,An attack that hits a target using<br>Protect or Detect. It also lifts<br>the effects of those moves.
552,Fiery Dance,Cloaked in flames, the user dances<br>and flaps its wings. It may also<br>raise the user's Sp. Atk stat.
515,Final Gambit,The user risks everything to attack its<br>target. The user faints but does damage<br>equal to the user's HP.
126,Fire Blast,The target is attacked with an intense<br>blast of all-consuming fire.<br>It may also leave the target with a burn.
424,Fire Fang,The user bites with flame-cloaked fangs.<br>It may also make the target flinch or leave<br>it burned.
519,Fire Pledge,A column of fire hits opposing Pokémon.<br>When used with its Grass equivalent, its<br>damage increases into a vast sea of fire.
7,Fire Punch,The target is punched with a fiery fist.<br>It may also leave the target with a burn.
83,Fire Spin,The target becomes trapped within a<br>fierce vortex of fire that rages for four<br>to five turns.
90,Fissure,The user opens up a fissure in the ground<br>and drops the target in.<br>The target instantly faints if it hits.
175,Flail,The user flails about aimlessly to attack.<br>It becomes more powerful the less HP<br>the user has.
481,Flame Burst,The user attacks the target with a<br>bursting flame. The bursting flame damages<br>Pokémon next to the target as well.
488,Flame Charge,The user cloaks itself with flame and<br>attacks. Building up more power,<br>it raises the user's Speed stat.
172,Flame Wheel,The user cloaks itself in fire and<br>charges at the target.<br>It may also leave the target with a burn.
53,Flamethrower,The target is scorched with an intense<br>blast of fire. It may also leave the target<br>with a burn.
394,Flare Blitz,The user cloaks itself in fire and charges<br>at the target. The user sustains serious<br>damage and may leave the target burned.
148,Flash,The user flashes a bright light that cuts<br>the target's accuracy.<br>It can also be used to illuminate caves.
430,Flash Cannon,The user gathers all its light energy and<br>releases it at once. It may also lower the<br>target's Sp. Def stat.
260,Flatter,Flattery is used to confuse the target.<br>However, it also raises the target's<br>Sp. Atk stat.
374,Fling,The user flings its held item at the target<br>to attack. Its power and effects depend<br>on the item.
19,Fly,The user soars, then strikes its target<br>on the second turn. It can also be<br>used for flying to any familiar town.
411,Focus Blast,The user heightens its mental focus and<br>unleashes its power.<br>It may also lower the target's Sp. Def.
116,Focus Energy,The user takes a deep breath and<br>focuses so that critical hits land<br>more easily.
264,Focus Punch,The user focuses its mind before<br>launching a punch. It will fail if the user<br>is hit before it is used.
266,Follow Me,The user draws attention to itself,<br>making all targets take aim<br>only at the user.
395,Force Palm,The target is attacked with a shock wave.<br>It may also leave the target<br>with paralysis.
193,Foresight,Enables a Ghost-type target to be hit by<br>Normal- and Fighting-type attacks. It also<br>enables an evasive target to be hit.
492,Foul Play,The user turns the target's power<br>against it. The higher the target's<br>Attack stat, the greater the damage.
553,Freeze Shock,On the second turn, the user hits the<br>target with electrically charged ice.<br>It may leave the target with paralysis.
338,Frenzy Plant,The user slams the target with<br>an enormous tree.<br>The user can't move on the next turn.
524,Frost Breath,The user blows a cold breath on the<br>target. This attack always results in<br>a critical hit.
218,Frustration,A full-power attack that grows more<br>powerful the less the user likes<br>its Trainer.
31,Fury Attack,The target is jabbed repeatedly with a<br>horn or beak two to five times in a row.
210,Fury Cutter,The target is slashed with scythes or<br>claws. Its power increases if it hits<br>in succession.
154,Fury Swipes,The target is raked with sharp claws or<br>scythes for two to five times in<br>quick succession.
559,Fusion Bolt,The user throws down a giant thunderbolt.<br>This attack does greater damage<br>when influenced by an enormous flame.
558,Fusion Flare,The user brings down a giant flame.<br>This attack does greater damage when<br>influenced by an enormous thunderbolt.
248,Future Sight,Two turns after this move is used,<br>a hunk of psychic energy<br>attacks the target.
380,Gastro Acid,The user hurls up its stomach acids on<br>the target. The fluid eliminates the effect<br>of the target's Ability.
544,Gear Grind,The user attacks by throwing<br>two steel gears at its target.
202,Giga Drain,A nutrient-draining attack. The user's<br>HP is restored by half the damage<br>taken by the target.
416,Giga Impact,The user charges at the target using<br>every bit of its power.<br>The user must rest on the next turn.
549,Glaciate,The user attacks by blowing freezing cold<br>air at opposing Pokémon. This attack<br>reduces the targets' Speed stat.
137,Glare,The user intimidates the target with the<br>pattern on its belly to cause paralysis.
447,Grass Knot,The user snares the target with grass and<br>trips it. The heavier the target,<br>the greater the damage.
520,Grass Pledge,A column of grass hits opposing Pokémon.<br>When used with its water equivalent, its<br>damage increases into a vast swamp.
320,GrassWhistle,The user plays a pleasant melody that<br>lulls the target into a deep sleep.
356,Gravity,Gravity is intensified for five turns,<br>making moves involving flying unusable<br>and negating Levitate.
45,Growl,The user growls in an endearing way,<br>making the opposing team less wary.<br>The foes' Attack stats are lowered.
74,Growth,The user's body grows all at once,<br>raising the Attack and Sp. Atk stats.
288,Grudge,If the user faints, the user's grudge<br>fully depletes the PP of the opponent's<br>move that knocked it out.
470,Guard Split,The user employs its psychic power to<br>average its Defense and Sp. Def stats<br>with those of its target's.
385,Guard Swap,The user employs its psychic power to<br>switch changes to its Defense and<br>Sp. Def with the target.
12,Guillotine,A vicious, tearing attack with big pincers.<br>The target will faint instantly<br>if this attack hits.
441,Gunk Shot,The user shoots filthy garbage<br>at the target to attack.<br>It may also poison the target.
16,Gust,A gust of wind is whipped up by wings and<br>launched at the target to inflict damage.
360,Gyro Ball,The user tackles the target with a<br>high-speed spin. The slower the<br>user, the greater the damage.
258,Hail,The user summons a hailstorm lasting five<br>turns. It damages all Pokémon except the<br>Ice type.
359,Hammer Arm,The user swings and hits with its strong<br>and heavy fist.<br>It lowers the user's Speed, however.
106,Harden,The user stiffens all the muscles in its<br>body to raise its Defense stat.
114,Haze,The user creates a haze that eliminates<br>every stat change among all the Pokémon<br>engaged in battle.
543,Head Charge,The user charges its head into its<br>target, using its powerful guard hair.<br>It also damages the user a little.
457,Head Smash,The user attacks the target with a<br>hazardous, full-power headbutt.<br>The user also takes terrible damage.
29,Headbutt,The user sticks out its head and attacks<br>by charging straight into the target.<br>It may also make the target flinch.
215,Heal Bell,The user makes a soothing bell chime<br>to heal the status problems of all the<br>party Pokémon.
377,Heal Block,For five turns, the user prevents the<br>opposing team from using any moves
456,Heal Order,The user calls out its underlings to<br>heal it. The user regains up to half of its<br>max HP.
505,Heal Pulse,The user emits a healing pulse which<br>restores the target's HP by up to<br>half of its max HP.
361,Healing Wish,The user faints. In return, the Pokémon<br>taking its place will have its HP restored<br>and status cured.
531,Heart Stamp,The user unleashes a vicious blow after<br>its cute act makes the target less wary.<br>It may also make the target flinch.
391,Heart Swap,The user employs its psychic power to<br>switch stat changes with the target.
535,Heat Crash,The user slams its target with its flame-<br>covered body. The more the user outweighs<br>the target, the greater the damage.
257,Heat Wave,The user attacks by exhaling hot breath<br>on the opposing team. It may also leave<br>targets with a burn.
484,Heavy Slam,The user slams into the target with its<br>heavy body. The more the user outweighs<br>the target, the greater its damage.
270,Helping Hand,The user assists an ally by boosting<br>the power of its attack.
506,Hex,This relentless attack does massive<br>damage to a target affected<br>by status problems.
136,Hi Jump Kick,The target is attacked with a knee kick<br>from a jump. If it misses, the user is hurt<br>instead.
237,Hidden Power,A unique attack that varies in type and<br>intensity depending on the Pokémon<br>using it.
468,Hone Claws,The user sharpens its claws to<br>boost its Attack stat and accuracy.
30,Horn Attack,The target is jabbed with a sharply<br>pointed horn to inflict damage.
32,Horn Drill,The user stabs the target with a horn<br>that rotates like a drill.<br>If it hits, the target faints instantly.
532,Horn Leech,The user drains the target's energy with<br>its horns. The user's HP is restored<br>by half the damage taken by the target.
336,Howl,The user howls loudly to raise its spirit,<br>boosting its Attack stat.
542,Hurricane,The user attacks by wrapping its opponent<br>in a fierce wind that flies up into the sky.<br>It may also confuse the target.
308,Hydro Cannon,The target is hit with a watery blast.<br>The user must rest on the<br>next turn, however.
56,Hydro Pump,The target is blasted by a huge volume<br>of water launched under great pressure.
63,Hyper Beam,The target is attacked with a powerful<br>beam. The user must rest on the next<br>turn to regain its energy.
158,Hyper Fang,The user bites hard on the target<br>with its sharp front fangs.<br>It may also make the target flinch.
304,Hyper Voice,The user lets loose a horribly echoing<br>shout with the power to inflict damage.
95,Hypnosis,The user employs hypnotic suggestion<br>to make the target fall into a deep sleep.
301,Ice Ball,The user continually rolls into the target<br>over five turns. It becomes stronger<br>each time it hits.
58,Ice Beam,The target is struck with an icy-cold<br>beam of energy.<br>It may also freeze the target solid.
554,Ice Burn,On the second turn, an ultracold
423,Ice Fang,The user bites with cold-infused fangs.<br>It may also make the target flinch or<br>leave it frozen.
8,Ice Punch,The target is punched with an icy fist.<br>It may also leave the target frozen.
420,Ice Shard,The user flash freezes chunks of<br>ice and hurls them at the target.<br>This move always goes first.
556,Icicle Crash,The user attacks by harshly dropping<br>an icicle onto the target.<br>It may also make the target flinch.
333,Icicle Spear,The user launches sharp icicles at the<br>target. It strikes two to five times in<br>a row.
196,Icy Wind,The user attacks with a gust of<br>chilled air. It also reduces the targets'<br>Speed stat.
286,Imprison,If the opponents know any move also known<br>by the user, the opponents are prevented<br>from using it.
510,Incinerate,The user attacks the target with fire.<br>If the target is holding a Berry, the<br>Berry becomes burnt up and unusable.
517,Inferno,The user attacks by engulfing the target<br>in an intense fire. It leaves the target<br>with a burn.
275,Ingrain,The user lays roots that restore<br>its HP on every turn. Because it is<br>rooted, it can't switch out.
334,Iron Defense,The user hardens its body's surface<br>like iron, sharply raising its<br>Defense stat.
442,Iron Head,The user slams the target<br>with its steel-hard head.<br>It may also make the target flinch.
231,Iron Tail,The target is slammed with a steel-hard<br>tail. It may also lower the target's<br>Defense stat.
449,Judgment,The user releases countless shots of<br>light at the target. Its type varies with<br>the kind of Plate the user is holding.
26,Jump Kick,The user jumps up high, then strikes<br>with a kick. If the kick misses
2,Karate Chop,The target is attacked with a sharp chop.<br>Critical hits land more easily.
134,Kinesis,The user distracts the target<br>by bending a spoon.<br>It lowers the target's accuracy.
282,Knock Off,The user slaps down the target's<br>held item, preventing that item<br>from being used in the battle.
387,Last Resort,This move can be used only after the user<br>has used all the other moves it knows<br>in the battle.
436,Lava Plume,An inferno of scarlet flames torches<br>everything around the user. It may<br>leave targets with a burn.
348,Leaf Blade,The user handles a sharp leaf like a<br>sword and attacks by cutting its target.<br>Critical hits land more easily.
437,Leaf Storm,The user whips up a storm of leaves around<br>the target. The attack's recoil harshly<br>reduces the user's Sp. Atk stat.
536,Leaf Tornado,The user attacks its target by<br>encircling it in sharp leaves. This attack<br>may also lower the target's accuracy.
141,Leech Life,The user drains the target's blood.<br>The user's HP is restored by half the<br>damage taken by the target.
73,Leech Seed,A seed is planted on the target. It steals<br>some HP from the target every turn.
43,Leer,The opposing team gains an intimidating<br>leer with sharp eyes. The opposing team's<br>Defense stats are reduced.
122,Lick,The target is licked with a long tongue,<br>causing damage. It may also leave<br>the target with paralysis.
113,Light Screen,A wondrous wall of light is put up to<br>suppress damage from special attacks<br>for five turns.
199,Lock-On,The user takes sure aim at the target.<br>It ensures the next attack does not fail<br>to hit the target.
142,Lovely Kiss,With a scary face, the user tries to<br>force a kiss on the target. If it<br>succeeds
67,Low Kick,A powerful low kick that makes the target<br>fall over. It inflicts greater damage on<br>heavier targets.
490,Low Sweep,The user attacks the target's legs<br>swiftly, reducing the target's<br>Speed stat.
381,Lucky Chant,The user chants an incantation toward<br>the sky, preventing opposing Pokémon<br>from landing critical hits.
461,Lunar Dance,The user faints. In return, the Pokémon<br>taking its place will have its status and<br>HP fully restored.
295,Luster Purge,The user lets loose a damaging burst<br>of light. It may also reduce the target's<br>Sp. Def stat.
183,Mach Punch,The user throws a punch at blinding<br>speed. It is certain to strike first.
277,Magic Coat,A barrier reflects back to the target<br>moves like Leech Seed and moves<br>that damage status.
478,Magic Room,The user creates a bizarre area<br>in which Pokémon's held items<br>lose their effects for five turns.
345,Magical Leaf,The user scatters curious leaves<br>that chase the target.<br>This attack will not miss.
463,Magma Storm,The target becomes trapped<br>within a maelstrom of fire that rages<br>for four to five turns.
443,Magnet Bomb,The user launches steel bombs that<br>stick to the target.<br>This attack will not miss.
393,Magnet Rise,The user levitates using electrically<br>generated magnetism for five turns.
222,Magnitude,The user looses a ground-shaking quake<br>affecting everyone around the user.<br>Its power varies.
382,Me First,The user tries to cut ahead of the target<br>to steal and use the target's intended<br>move with greater power.
212,Mean Look,The user pins the target with a dark,<br>arresting look.<br>The target becomes unable to flee.
96,Meditate,The user meditates to awaken the power<br>deep within its body and raise its<br>Attack stat.
72,Mega Drain,A nutrient-draining attack. The user's<br>HP is restored by half the damage taken<br>by the target.
25,Mega Kick,The target is attacked by a kick launched<br>with muscle-packed power.
5,Mega Punch,The target is slugged by a punch thrown<br>with muscle-packed power.
224,Megahorn,Using its tough and impressive horn,<br>the user rams into the target<br>with no letup.
262,Memento,The user faints when using this move.<br>In return, it harshly lowers the target's<br>Attack and Sp. Atk.
368,Metal Burst,The user retaliates with much greater<br>power against the target<br>that last inflicted damage on it.
232,Metal Claw,The target is raked with steel claws.<br>It may also raise the user's Attack stat.
319,Metal Sound,A horrible sound like scraping metal<br>harshly reduces the target's<br>Sp. Def stat.
309,Meteor Mash,The target is hit with a hard punch fired<br>like a meteor. It may also raise<br>the user's Attack.
118,Metronome,The user waggles a finger and stimulates<br>its brain into randomly using nearly<br>any move.
208,Milk Drink,The user restores its own HP<br>by up to half of its maximum HP.<br>May also be used in the field to heal HP.
102,Mimic,The user copies the target's last move.<br>The move can be used during battle<br>until the Pokémon is switched out.
170,Mind Reader,The user senses the target's movements<br>with its mind to ensure its next<br>attack does not miss the target.
107,Minimize,The user compresses its body<br>to make itself look smaller,<br>which sharply raises its evasiveness.
357,Miracle Eye,Enables a Dark-type target to be hit by<br>Psychic-type attacks. It also enables<br>an evasive target to be hit.
243,Mirror Coat,A retaliation move that counters any<br>special attack, inflicting double the<br>damage taken.
119,Mirror Move,The user counters the target by mimicking<br>the target's last move.
429,Mirror Shot,The user looses a flash of energy at<br>the target from its polished body.<br>It may also lower the target's accuracy.
54,Mist,The user cloaks its body with a white mist<br>that prevents any of its stats from being<br>cut for five turns.
296,Mist Ball,A mistlike flurry of down envelops and<br>damages the target. It may also lower<br>the target's Sp. Atk.
236,Moonlight,The user restores its own HP.<br>The amount of HP regained varies<br>with the weather.
234,Morning Sun,The user restores its own HP.<br>The amount of HP regained varies<br>with the weather.
426,Mud Bomb,The user launches a hard-packed<br>mud ball to attack.<br>It may also lower the target's accuracy.
341,Mud Shot,The user attacks by hurling a blob of mud<br>at the target.<br>It also reduces the target's Speed.
300,Mud Sport,The user covers itself with mud. It<br>weakens Electric-type moves while the<br>user is in the battle.
330,Muddy Water,The user attacks by shooting muddy water<br>at the opposing team.<br>It may also lower the targets' accuracy.
189,Mud-Slap,The user hurls mud in the target's face to<br>inflict damage and lower its accuracy.
417,Nasty Plot,The user stimulates its brain by thinking<br>bad thoughts.<br>It sharply raises the user's Sp. Atk.
363,Natural Gift,The user draws power to attack by using<br>its held Berry.<br>The Berry determines its type and power.
267,Nature Power,An attack that makes use of nature's<br>power. Its effects vary depending on the<br>user's environment.
302,Needle Arm,The user attacks by wildly swinging its<br>thorny arms. It may also make the<br>target flinch.
539,Night Daze,The user lets loose a pitch-black shock<br>wave at its target. It may also lower the<br>target's accuracy.
101,Night Shade,The user makes the target see a<br>frightening mirage. It inflicts damage<br>matching the user's level.
